GALAXY ID,ra,dec,plate,mjd,fiberid,objid,deVRad_r,deVRadErr_r,expRad_r,expRadErr_r,z,zErr,SNR,velDisp_SDSS,velDispErr_SDSS,velDisp_ppxf_full,velDisp_ppxf_err_full,velDisp_ppxf_res,velDisp_ppxf_err_res,logM*,errlogM*,logSFR,errlogSFR,logsSFR,errlogsSFR,petroR50Errkpc_r,petroR50kpc_r,deVRadkpc_r,deVRadErrkpc_r,expRadkpc_r,expRadErrkpc_r,fracDev_r,meanRad_r,meanRadErr_r,meanRadkpc_r,meanRadErrkpc_r,meanRad_kids,meanRadkpc_kids,Mgb_ssp,Fe_avg_ssp,Mgb_sigmacorr,Fe_avg_sigmacorr,MgFe,alphaFe_flag,univ_age,age_mean_mass,age_err_mass,age_mean_light,age_err_light,[M/H]_mean_mass,[M/H]_err_mass,[M/H]_mean_light,[M/H]_err_light,Mtbb3,Mtbb3_unr,Mtbb3_reg,Mtbb3_alphaplus,Mtbb3_alphamin,t_75,t_75_unr,t_75_reg,t_75_alphaplus,t_75_alphamin,t_90,t_90_unr,t_90_reg,t_90_alphaplus,t_90_alphamin,t_100,t_100_unr,t_100_reg,t_100_alphaplus,t_100_alphamin,DoR
J1120+3604,170.1532553,36.07440639,2111,53467,557,1.24E+18,1.188103,0.02395845,1.020692,0.01292515,0.1728501,2.08E-05,28.06021681,216.086,7.603975,232.3042263,23.23042263,230.5631492,23.05631492,11.362,0.012,-0.218,0.226,-11.58,0.22631836,0.024150695,3.886728699,3.605542043,0.072706827,3.097499055,0.039224017,0.9282103,1.175219228,0.022023255,3.566443595,0.066834082,0.582222437,1.766873306,3.576990119,2.106922644,3.832830207,2.594060543,0.4,0,11.56402049,9.949311112,0.860414744,8.89870267,0.099171252,0.178673683,0.046096308,0.1262597,0.013526427,0.98374,0.98407,0.98374,,0.98616,0.88897,0.80937,0.06122,,0.88897,1.78784,1.36414,1.78784,,1.43334,10.74548,10.03633,10.74548,,10.1819,0.559168213
J0949+4048,147.4056306,40.81553804,1216,52709,495,1.24E+18,0.9784627,0.02795994,0.77802,0.01169014,0.2254907,3.07E-05,20.66657835,236.4937,11.18594,248.8923976,24.88923976,244.9289823,24.49289823,11.366,0.034,-1.064,0.758,-12.43,0.75876215,0.052179518,4.3890474,3.657390732,0.104511317,2.908156987,0.043696515,1,0.9784627,0.02795994,3.657390732,0.104511317,0.500498511,1.870810829,3.103727875,1.874875209,3.379515095,2.37414262,0.4,0,11.00259945,7.545256381,1.633058381,5.747939767,0.281969402,0.065601452,0.113197001,-0.058366727,0.03524827,0.80924,0.90972,0.80924,,0.91225,2.74203,1.56897,2.74203,,1.67502,5.8311,2.78748,5.8311,,2.806,10.355,10.22828,10.31512,,10.355,0.371355584
J1147+2531,176.9235629,25.5333,2510,53877,501,1.24E+18,1.735621,0.01442499,1.401594,0.01193123,0.1048659,1.77E-05,34.66076183,233.9796,6.651125,237.8454677,11.89227339,231.1945408,11.55972704,11.369,0.027,-0.672,0.67,-12.041,0.670543809,0.073011377,2.674060451,3.450519289,0.028677751,2.786453455,0.023720005,0.9049214,1.700703072,0.01286472,3.381100341,0.025575839,0.771702129,1.534190403,3.735441363,2.253777952,4.023502519,2.800819714,0.3,0,12.35103788,10.59343069,0.66618198,9.101550699,0.898933976,0.183737646,0.042769949,0.146342458,0.038168977,0.90974,0.98732,0.95181,0.96721,0.90974,1.80652,1.17324,0.52017,1.04874,1.80652,2.84987,1.75555,1.26013,1.66753,2.84987,11.64505,11.58523,11.46962,11.48839,11.64505,0.433450281
J1012+4631,153.1635148,46.52164166,944,52614,323,1.24E+18,0.8894686,0.008538496,0.787621,0.005967967,0.1562714,1.15E-05,46.93821334,226.0595,5.368258,225.769137,11.28845685,224.195099,11.20975495,11.37,0.016,-0.244,0.254,-11.614,0.254503438,0.008408926,2.953086875,2.485809698,0.023862648,2.201174859,0.016678757,1,0.8894686,0.008538496,2.485809698,0.023862648,0.460837806,1.287909531,2.60332674,2.070587144,2.773026049,2.521773782,0.1,0,11.7492606,5.965271934,2.719789042,2.799223841,0.383953412,0.185312674,0.042267866,0.13080537,0.054128875,0.71888,0.84984,0.71888,0.83799,0.83598,4.57228,1.74896,4.57228,1.84551,1.73132,10.34457,10.13617,10.07787,9.52653,10.34457,11.19675,11.17299,11.17757,11.19675,11.16156,0.311612663
J0824+1038,126.1081629,10.64829685,2423,54149,111,1.24E+18,1.035344,0.04441601,0.8548688,0.02162527,0.1727395,2.92E-05,18.33860216,231.5005,12.03467,230.620974,23.0620974,228.7190167,22.87190167,11.37,0.027,-1.346,0.606,-12.716,0.606601187,0.262111483,4.121229208,3.140337735,0.134719738,2.592932157,0.065592355,0.8378435,1.003680877,0.03630976,3.044299219,0.11013239,0.51140566,1.551162215,3.949637262,2.244979817,4.225577522,2.756279804,0.3,0,11.56524251,10.440135,0.559059597,10.15139157,0.391579372,0.172587595,0.014131806,0.119463187,0.042294422,0.97198,0.99604,0.97198,0.99035,0.97968,1.20759,0.89144,1.20759,0.91137,0.84867,2.28161,1.43561,2.28161,1.47395,1.41151,9.56145,3.58079,9.56145,4.14018,5.15716,0.539937959
J1419+1646,214.9072858,16.77014428,2759,54534,136,1.24E+18,1.00963,0.02371672,0.8253762,0.01101363,0.1699159,2.08E-05,24.41207006,202.4542,8.15245,199.4214482,19.94214482,198.8672844,19.88672844,11.373,0.028,-1.212,0.648,-12.585,0.648604656,0.066755884,3.496903114,3.021728309,0.070981928,2.470273891,0.032962766,0.893289,0.988152411,0.020782889,2.95744789,0.062201245,0.504705862,1.510537515,3.875588377,2.620301645,4.040165903,3.05892891,0.2,0,11.59650257,9.624379743,1.03894194,8.128065971,0.653796416,0.201679898,0.021698936,0.167364049,0.024879416,0.89707,0.97831,0.96564,0.98463,0.89707,1.89257,1.31645,1.4559,1.00022,1.89257,3.02884,1.99937,2.32885,1.57809,3.02884,10.87604,10.87604,10.83469,10.86032,10.86036,0.427917207
J1336+3159,204.0355743,31.989223,2109,53468,99,1.24E+18,1.023682,0.03064219,0.8534297,0.01663816,0.2195003,2.52E-05,23.18377759,204.2956,9.132798,207.6532005,20.76532005,209.236791,20.9236791,11.374,0.021,-1.039,0.713,-12.413,0.71330919,0.037937077,5.050170144,3.748879291,0.112216364,3.125389456,0.060931474,1,1.023682,0.03064219,3.748879291,0.112216364,0.519959286,1.904170045,2.490467027,2.130582198,2.612683909,2.519670427,0.1,0,11.06450543,5.901538489,2.330556783,3.289726825,0.662191047,0.134780961,0.030975314,0.110997392,0.050866707,0.57332,0.83137,0.57332,0.84125,0.79062,5.20516,2.01992,5.20516,2.11339,1.9976,9.52199,9.35414,9.19562,4.83501,9.52199,10.48158,10.06058,10.44097,10.48158,10.05377,0.261776056
J0836+4318,129.0677383,43.3009108,762,52232,48,1.24E+18,1.2441,0.03516477,1.14897,0.01295317,0.1472242,2.39E-05,22.51103425,262.5194,10.30453,260.9714233,26.09714233,252.463299,25.2463299,11.377,0.006,-1.931,0.364,-13.308,0.364049447,0.057149502,3.37833537,3.308995673,0.093529517,3.055973602,0.034452201,0.9311431,1.237304289,0.032578738,3.290920776,0.086651318,0.606563729,1.613308219,4.41188488,2.640130062,4.864474412,3.413627005,0.2,0,11.85212411,10.74856776,0.313302783,10.65751851,0.366289863,0.231045643,0.004086379,0.229606853,0.012745541,0.95224,1,0.95224,1,0.99942,1.2225,0.93596,0.99559,0.90581,1.2225,1.75784,1.34285,1.33648,1.32168,1.75784,6.82363,2.29065,6.82363,2.28076,3.15368,0.614856181
J1145+0243,176.3976771,2.717350127,514,51994,499,1.24E+18,1.157216,0.02938972,0.8297803,0.01489652,0.1939843,2.96E-05,18.79452826,244.3516,11.67448,255.1012127,25.51012127,257.9376628,25.79376628,11.379,0.03,-0.399,0.578,-11.778,0.578778023,0.048521596,4.252346092,3.850561585,0.097792397,2.761040417,0.049567209,1,1.157216,0.02938972,3.850561585,0.097792397,0.575044409,1.913423173,4.459358013,2.519915926,4.886565268,3.22522294,0.3,0,11.33383125,9.861239429,0.607498044,9.36256324,0.334594227,0.221351969,0.005276268,0.210625243,0.014912916,0.94302,0.99781,0.94302,0.99834,0.99372,1.64234,1.19857,1.64234,1.21432,1.27879,2.70213,1.72075,2.70213,1.73441,1.85037,10.3722,3.13785,9.62964,2.82657,10.3722,0.46469058
J2337-1006,354.4633269,-10.10049839,647,52553,175,1.24E+18,0.8125636,0.03061876,0.7542676,0.01247185,0.2247566,2.57E-05,27.84400654,231.2856,9.895651,234.6156012,23.46156012,241.4393899,24.14393899,11.381,0.023,-0.718,0.692,-12.099,0.69238212,0.04291184,4.678790425,3.029781116,0.114167237,2.812414599,0.046503407,1,0.8125636,0.03061876,3.029781116,0.114167237,0.42493421,1.584439232,2.798281417,2.303049279,3.00488442,2.846535155,0.1,0,11.01015917,7.413444386,1.707384917,5.511794379,0.950086632,0.083510634,0.044524432,0.011559103,0.044722657,0.7563,0.8294,0.7563,0.88362,0.80576,2.98576,2.44923,2.98576,2.00924,2.62057,7.06299,3.78874,7.06299,3.27775,4.27006,10.37455,10.29041,10.20271,10.37455,9.99185,0.348356177
J1022+0521,155.5524621,5.350255996,998,52750,241,1.24E+18,1.167726,0.02679992,0.9645066,0.01252006,0.1834985,5.01E-05,16.84273194,430.9847,19.93083,449.2798314,44.92798314,430.0877141,43.00877141,11.389,0.032,-1.275,0.634,-12.664,0.634807057,0.052305801,4.644592829,3.718044436,0.085331057,3.070993022,0.039863923,1,1.167726,0.02679992,3.718044436,0.085331057,0.579241555,1.844307519,4.97441128,1.964517754,6.929785742,3.540592355,0.3,0,11.44721894,10.51227126,0.059471026,10.62720752,0.007506878,0.224615238,0.007596787,0.229886087,0.010640217,0.99878,1,0.99878,1,1,1.07935,1.05418,0.69037,1.07935,1.03286,1.50486,1.4614,0.99452,1.50486,1.43767,2.40006,2.39152,1.92367,2.40006,2.38434,0.771169613
J0816+3119,124.2341341,31.33049582,861,52318,38,1.24E+18,0.6655688,0.02658929,0.6072152,0.01047826,0.2580864,2.59E-05,20.71336637,209.258,8.720252,204.5692737,20.45692737,210.0967986,21.00967986,11.39,0.019,-0.639,0.71,-12.029,0.71025418,0.106267052,4.09647886,2.750186602,0.109869196,2.509064589,0.043297057,1,0.6655688,0.02658929,2.750186602,0.109869196,0.351221817,1.451278267,3.014347395,1.867076717,3.154652259,2.197281085,0.4,0,10.67427353,6.109890159,1.234082373,4.134969942,0.487469847,0.096419358,0.072583345,0.02656462,0.042925292,0.68299,0.7977,0.79636,,0.68299,3.42573,2.64334,1.48987,,3.42573,8.7094,5.0968,6.30065,,8.7094,10.10211,9.67013,10.10211,,9.98393,0.316041544
J0915+1550,138.8965808,15.84555282,2438,54056,415,1.24E+18,1.447922,0.02869754,1.065611,0.01549977,0.1440641,1.95E-05,24.57617854,221.4778,8.935271,240.4119242,24.04119242,229.9745133,22.99745133,11.391,0.029,-0.71,0.763,-12.101,0.763550915,1.906370193,4.16369783,3.781867921,0.074955906,2.78329914,0.040484282,0.9000674,1.404234031,0.025133383,3.667758095,0.065646586,0.66913554,1.747733809,4.659209667,2.433813645,5.030889037,3.037705331,0.4,0,11.88835349,10.70714466,0.340568732,10.15954699,0.079026132,0.215395123,0.024428677,0.209566975,0.020708124,0.97934,0.99807,0.97934,,0.99837,0.95655,0.93311,0.32247,,0.95655,1.37396,1.35943,0.38696,,1.37396,9.95555,2.38625,9.95555,,2.37762,0.574504188
J0036-0240,9.094615223,-2.671972696,4369,55827,470,1.24E+18,1.017614,0.02943564,0.6745944,0.01193196,0.2086923,2.30E-05,25.1457036,211.7556,8.168263,221.8466329,22.18466329,220.6380785,22.06380785,11.391,0.021,-1.198,0.679,-12.589,0.679324665,0.049659053,3.792115991,3.584848644,0.103695816,2.376459856,0.042033886,1,1.017614,0.02943564,3.584848644,0.103695816,0.517373162,1.82260118,3.109460437,2.27182225,3.300738435,2.749044164,0.2,0,11.17746075,9.245866323,0.552273597,8.407522607,0.432171472,0.184550115,0.023519374,0.129502487,0.030464087,0.86592,0.96981,0.91663,0.96559,0.86592,2.26705,1.53824,1.36991,1.27214,2.26705,3.2648,2.21115,2.49241,1.95561,3.2648,10.30304,10.0751,10.30304,9.49499,10.01101,0.409109227
J0833+0809,128.4264403,8.15186534,1758,53084,28,1.24E+18,1.01952,0.0262662,0.8487903,0.01313753,0.2197284,2.58E-05,23.71231521,232.2408,9.851098,239.9081658,23.99081658,232.5410426,23.25410426,11.393,0.012,-1.26,0.676,-12.653,0.6761065,0.029076466,4.23739441,3.736597541,0.096267085,3.110863688,0.048149779,0.95313,1.010799727,0.0248318,3.704637256,0.091009927,0.514459775,1.885523706,3.521327843,2.075409884,3.800386334,2.588163845,0.4,0,11.0621391,9.047544805,0.829426087,7.996711113,0.217663342,0.112547732,0.053911204,0.045006944,0.015245026,0.94371,0.95048,0.9617,,0.94371,1.53486,1.36603,1.44896,,1.53486,2.40351,2.15663,2.36437,,2.40351,10.30942,10.29861,10.29286,,10.30942,0.466932045
J0905+3657,136.2502339,36.95174345,936,52705,7,1.24E+18,0.8145628,0.02847495,0.7530488,0.0112588,0.2723278,3.04E-05,15.9691974,202.0538,11.58038,198.7020157,19.87020157,192.2151405,19.22151405,11.397,0.01,0.403,0.089,-10.994,0.089560036,0.045495975,4.911394211,3.498701332,0.122305297,3.234487064,0.048358676,1,0.8145628,0.02847495,3.498701332,0.122305297,0.425888548,1.829271886,2.783993181,2.449037272,2.900667088,2.855797311,0.1,0,10.53522028,3.331016041,0.839383276,2.641319634,0.445903968,0.141495181,0.033994107,0.131371592,0.03248648,0,0.05295,0.27276,0.23059,0,8.0117,7.52904,7.37479,6.1667,8.0117,9.08453,8.24541,7.95108,7.34687,9.08453,10.00086,10.00022,9.98216,10.00086,9.92692,0.059857947
J0736+4336,114.1161883,43.6060156,1736,53052,289,1.24E+18,1.219387,0.04013191,0.8137679,0.0159529,0.1830661,3.30E-05,16.4873083,225.4713,11.07499,246.8247868,24.68247868,241.4934199,24.14934199,11.402,0.056,-0.597,0.675,-11.999,0.67731898,0.090937401,4.496288789,3.875228633,0.127539761,2.586165563,0.050698535,1,1.219387,0.04013191,3.875228633,0.127539761,0.599602976,1.905546494,3.218346341,2.620025159,3.497052807,3.306001178,0,0,11.45192921,9.809798879,0.625558468,9.368738438,0.316178626,0.203002747,0.016498804,0.189868123,0.020255505,0.98684,0.99505,0.98684,0.99668,,1.75299,1.31091,1.75299,1.28326,,2.30159,1.85892,2.30159,1.81869,,8.88851,3.40144,8.88851,3.30039,,0.51901124
J0144+1635,26.20532043,16.59114169,5123,55841,560,1.24E+18,0.9691785,0.0352266,0.7699239,0.01431217,0.232098,2.61E-05,25.12230772,256.2904,8.991958,258.7624368,25.87624368,273.6727861,27.36727861,11.424,0.071,-0.811,0.891,-12.235,0.893824368,0.081026961,4.880065547,3.702479439,0.13457352,2.941282136,0.054675702,1,0.9691785,0.0352266,3.702479439,0.13457352,0.496447648,1.89654146,3.521994716,2.354983914,3.874218814,3.033284943,0.2,0,10.93489028,9.267083778,0.635233699,8.268922647,0.223598052,0.22659022,0.00459249,0.215391084,0.008823211,0.98207,0.99755,0.98831,0.9982,0.98207,1.50872,1.2883,0.68548,1.23837,1.50872,2.18815,1.82203,1.55976,1.75236,2.18815,10.26219,10.17893,10.22256,10.16563,10.26219,0.479670245
J1555+3617,238.8157077,36.28637153,1417,53141,568,1.24E+18,1.314182,0.0422122,0.9681151,0.0141715,0.1803113,2.82E-05,20.34627434,262.6466,11.72248,286.1956233,28.61956233,268.9234293,26.89234293,11.426,0.061,-1.404,0.649,-12.83,0.651860415,0.055396667,4.756498336,4.126145744,0.132533918,3.039597255,0.04449435,1,1.314182,0.0422122,4.126145744,0.132533918,0.6358733,1.996455523,5.308118792,2.337676192,6.018927235,3.159568941,0.4,0,11.48200287,10.38142424,0.14935796,10.47521757,0.217225915,0.22570003,0.005560134,0.230402777,0.008886317,0.97461,1,0.97461,,1,1.08896,1.08896,0.83798,,1.06494,1.81163,1.49309,1.81163,,1.46762,8.8594,2.42406,8.8594,,2.41261,0.574379513
J1328+2105,202.2338515,21.08637436,2653,54230,264,1.24E+18,1.004899,0.02553647,0.7680727,0.009306309,0.1915516,2.40E-05,24.25062031,232.2276,8.25041,245.7838599,24.57838599,249.7317303,24.97317303,11.432,0.015,-1.061,0.576,-12.493,0.576195279,0.047994787,3.973340475,3.310611361,0.084129179,2.530393808,0.030659372,1,1.004899,0.02553647,3.310611361,0.084129179,0.511929023,1.686535701,3.787717414,2.606147284,4.111465716,3.282648279,0.1,0,11.35999446,9.439059183,0.545898353,8.367117946,0.92726224,0.214853161,0.015345091,0.210334295,0.013980992,0.90367,0.96043,0.98486,0.99674,0.90367,1.76014,1.68405,1.53831,1.36516,1.76014,2.97042,2.42077,2.7129,1.97153,2.97042,10.58174,10.58174,10.44439,10.49004,10.48055,0.439288803
J1225+4701,186.3449294,47.01702894,1451,53117,21,1.24E+18,1.13832,0.02952764,0.8074278,0.01420662,0.1867409,3.74E-05,14.58679439,288.6228,16.0652,307.5305617,30.75305617,282.6572923,28.26572923,11.432,0.05,-0.336,0.241,-11.768,0.246132078,0.059263077,4.238375309,3.675329725,0.095336824,2.606967631,0.045869363,1,1.13832,0.02952764,3.675329725,0.095336824,0.567450107,1.832144078,5.602004103,2.407165658,6.513540689,3.379615878,0.3,0,11.41198592,10.45490037,0.062473107,10.5853764,0.015949235,0.224413052,4.87E-04,0.23140051,0.004226603,0.99957,1.00077,0.99957,1.00084,1.00053,1.13366,1.11809,0.41141,1.13366,1.07729,1.6131,1.59055,1.29345,1.6131,1.52984,2.67505,2.65084,2.40111,2.67505,2.53396,0.755850436
J1215+0732,183.7957276,7.534622446,1624,53386,553,1.24E+18,1.539783,0.02564457,0.9836083,0.009083663,0.1364501,2.37E-05,43.76131484,282.034,9.831273,272.3366535,13.61683268,269.7059908,13.48529954,11.435,0.024,0.96,0.071,-10.475,0.074946648,0.187336373,4.494706372,3.842111596,0.063989081,2.454328211,0.022665822,1,1.539783,0.02564457,3.842111596,0.063989081,0.717252432,1.789709255,2.648812409,1.654623977,2.956829473,2.182308189,0.4,0,11.97629044,8.550316099,2.056872956,6.378430661,0.21451654,-0.012109542,0.192732118,-0.319247045,0.026804001,0.93229,0.94006,0.93229,,0.93617,1.07071,0.97448,0.45729,,1.07071,2.2342,1.52696,2.2342,,1.70056,11.29263,11.29263,11.26503,,11.2254,0.504934387
J1154+4730,178.5089214,47.50216685,1446,53080,489,1.24E+18,1.114912,0.02620386,0.8563667,0.01661503,0.1917126,3.70E-05,18.47434948,342.9153,18.03425,353.0641201,35.30641201,334.4173412,33.44173412,11.437,0.071,-1.255,0.697,-12.692,0.70060688,0.062853312,4.12636889,3.675484821,0.086385194,2.823149098,0.05477409,1,1.114912,0.02620386,3.675484821,0.086385194,0.557954483,1.839385738,4.495382525,2.264181402,5.528672118,3.449179737,0.3,0,11.35826029,9.859976576,0.764946837,9.402366836,0.48110378,0.226391081,0.004130784,0.219723395,0.002550621,0.86154,1.0001,0.86154,1.00003,0.99958,1.14142,1.14117,0.34192,1.14142,1.13942,3.5909,1.64608,3.5909,1.64245,1.6527,10.37094,2.82947,9.8162,2.81519,10.37094,0.482715105
J2348-0050,357.0725776,-0.840612453,386,51788,252,1.24E+18,1.201137,0.02919984,0.789974,0.01056539,0.1876008,4.97E-05,15.28472468,327.7813,17.50098,343.0568698,34.30568698,350.069012,35.0069012,11.443,0.028,-1.274,0.608,-12.717,0.608644395,0.075587788,3.928285582,3.892328586,0.094623155,2.559939776,0.034237535,1,1.201137,0.02919984,3.892328586,0.094623155,0.592460191,1.91988902,3.391368914,2.527071314,4.118756015,3.781323318,0,0,11.4026678,9.180943893,0.719457339,8.595620313,0.702118936,0.193304346,0.006509411,0.187763657,0.010186755,0.78616,0.91485,0.78616,0.97675,,2.80844,1.91353,2.80844,1.58982,,3.3912,2.87772,3.3912,2.26704,,9.79203,9.79203,9.33254,9.54081,,0.388944962
J1206+6207,181.5929708,62.12426531,778,54525,175,1.24E+18,1.239653,0.02077355,1.146966,0.008014234,0.173614,1.60E-05,37.03909727,245.4949,7.031693,248.7836655,12.43918328,243.5024455,12.17512228,11.446,0.05,-0.687,0.895,-12.133,0.89639556,0.031998908,3.862149523,3.77541255,0.063266673,3.493130602,0.024407669,1,1.239653,0.02077355,3.77541255,0.063266673,0.607472442,1.8500815,3.219555811,2.512084824,3.505250699,3.180444429,0.1,0,11.55558516,7.234497514,1.621864716,5.285639282,1.065723737,0.2024206,0.025542765,0.164738159,0.03276343,0.41496,0.66762,0.60791,0.92698,0.41496,5.05002,3.50915,3.49703,1.80592,5.05002,8.74415,5.15336,6.71673,2.67917,8.74415,10.86924,10.52036,10.86924,10.80242,10.53086,0.211313793
J0119+1442,19.81869852,14.7086446,423,51821,71,1.24E+18,1.792671,0.02435043,1.23115,0.01025955,0.1293938,1.79E-05,31.46673373,227.4228,7.429174,241.0950935,12.05475468,239.3154967,11.96577483,11.452,0.01,-0.729,0.332,-12.181,0.332150568,0.043541681,4.269233932,4.275859988,0.058080389,2.936526013,0.024470971,1,1.792671,0.02435043,4.275859988,0.058080389,0.801666684,1.91212693,3.291648174,2.250804844,3.556585048,2.812541706,0.2,0,12.05860859,9.14554462,1.043101395,8.147163257,1.219456368,0.16950213,0.046822656,0.103286115,0.031859947,0.32136,0.75623,0.69705,0.96235,0.32136,4.57028,2.92585,3.18954,1.22711,4.57028,5.40078,3.92051,3.90762,1.98651,5.40078,10.96857,10.449,10.53011,10.3665,10.96857,0.193069119
J1357+1553,209.3049487,15.8985191,2743,54259,142,1.24E+18,0.760065,0.02137951,0.6520072,0.01292223,0.2447221,4.49E-05,21.53155405,242.8578,17.99116,297.285236,29.7285236,262.5068994,26.25068994,11.458,0.027,-0.783,0.722,-12.241,0.722504671,0.040967028,4.414540114,3.02054342,0.084963442,2.591115309,0.051353709,1,0.760065,0.02137951,3.02054342,0.084963442,0.399439417,1.58739595,1.707486546,1.563442968,1.961309129,2.155226386,0.2,0,10.80716916,6.677680474,1.008511652,5.01721626,0.559325557,-0.230660889,0.238084993,-0.668743635,0.036497002,0.47841,0.76846,0.70102,0.81443,0.47841,6.15071,2.75919,3.40816,2.0377,6.15071,7.73949,7.48278,7.34006,7.46294,7.73949,9.28618,8.29001,9.28618,8.28946,9.23467,0.255070717
J1136+0702,174.1748862,7.041289727,1619,53084,161,1.24E+18,0.9718019,0.03897004,0.7406214,0.01365769,0.2351134,4.64E-05,16.06641612,305.0748,16.96592,363.8149697,36.38149697,347.3618609,34.73618609,11.46,0.032,-1.542,0.56,-13.002,0.560913541,0.316313957,4.738004459,3.74860924,0.150322254,2.856858196,0.052682901,1,0.9718019,0.03897004,3.74860924,0.150322254,0.497594243,1.919410097,4.413600365,1.991265153,5.5025954,3.092178554,0.4,0,10.90418731,10.06427825,0.107572518,10.15622331,0.043347012,0.229877713,0.002581312,0.233997951,4.45E-04,0.96824,1,0.96824,,1,1.00102,0.98437,0.40046,,1.00102,1.40317,1.38866,1.19631,,1.40317,3.37525,2.33707,3.37525,,2.34713,0.74079633
J1328+2757,202.1533989,27.95778318,1978,53473,259,1.24E+18,1.400873,0.01616343,1.154533,0.007253408,0.1341684,4.23E-05,29.34155344,499.0596,16.84771,549.8958175,54.98958175,533.8958621,53.38958621,11.461,0.026,-0.832,0.894,-12.293,0.894377996,0.019407072,3.20684438,3.445934195,0.039759576,2.839975318,0.017842279,1,1.400873,0.01616343,3.445934195,0.039759576,0.667913587,1.642965687,3.306369315,1.642499666,5.275307675,3.536234415,0.2,0,12.00282153,11.12636573,0.460454322,10.75005771,0.247311883,0.222000729,0.003881154,0.224078204,0.002928777,0.96471,1,0.96471,1,0.99891,1.04838,0.67412,1.04838,0.65705,0.82514,1.39891,1.13749,1.39891,1.10967,1.35507,10.00477,2.18402,10.00477,2.06892,2.61098,0.555473693
J1211+1445,182.9409998,14.75469503,1765,53466,199,1.24E+18,0.7610002,0.02228666,0.6441064,0.01335489,0.2731093,2.20E-05,26.66785831,232.6307,9.842009,227.3182865,22.73182865,238.1785288,23.81785288,11.463,0.013,0.676,0.055,-10.787,0.056515485,0.058165777,5.452447613,3.275333547,0.095921453,2.772224369,0.057479248,1,0.7610002,0.02228666,3.275333547,0.095921453,0.399901146,1.721168586,2.39276062,1.692394132,2.552269004,2.06646357,0.3,0,10.52766514,6.175365497,2.392972847,3.242264676,0.528362641,0.151343251,0.054574867,0.122659952,0.071563,0.75844,0.90346,0.75844,0.92348,0.76198,2.88786,1.68972,2.88786,1.47951,2.80685,8.75071,2.9656,3.82094,2.45753,8.75071,10.00159,10.00071,9.99568,9.99469,10.00159,0.349346932
J2318+1507,349.5686021,15.12488758,744,52251,618,1.24E+18,0.9235958,0.01023988,0.817683,0.007808738,0.1704062,1.26E-05,49.52229071,225.7227,6.052492,225.8140888,11.29070444,224.0475739,11.20237869,11.471,0.012,0.425,0.095,-11.046,0.095754895,0.014138146,3.754961681,2.77070526,0.030718729,2.45297628,0.02342552,1,0.9235958,0.01023988,2.77070526,0.030718729,0.47627149,1.428772113,2.468140129,1.938500858,2.629132485,2.361080959,0.2,0,11.59106587,5.427647744,2.589896681,2.594712961,0.439388851,0.154789098,0.056829408,0.088076277,0.04788693,0.44017,0.78436,0.44017,0.80034,0.77992,5.75819,2.49275,5.75819,2.41978,2.3732,10.30098,10.24481,10.09249,6.18649,10.30098,11.03807,10.68874,11.03451,11.03807,10.58792,0.211700995
J2200-0129,330.1003903,-1.495327573,4376,55863,838,1.24E+18,1.400598,0.0251478,1.145138,0.01066455,0.1718001,1.61E-05,38.28738656,245.2626,6.147325,255.3139398,12.76569699,263.3115244,13.16557622,11.484,0.015,0.399,0.107,-11.085,0.108046286,0.031322311,4.072439704,4.229498486,0.075940835,3.458065368,0.0322046,0.9398786,1.383743342,0.023364296,4.178601119,0.070555046,0.661662949,1.99807685,3.577643172,2.470116092,3.92124845,3.162646242,0.1,0,11.57562932,9.64818425,1.064631348,7.599316795,0.897248865,0.210739144,0.034759663,0.167158717,0.011620753,0.93466,0.97362,0.94827,0.99472,0.93466,1.16905,1.16905,1.01107,0.82388,1.12676,2.08225,1.85923,2.08225,1.32894,1.99895,10.853,10.853,10.82306,10.84287,10.80778,0.495085454
J1130+1538,172.6778413,15.64620287,1754,53385,417,1.24E+18,0.7557777,0.0179669,0.5328861,0.01019365,0.2979268,2.37E-05,26.70998361,204.1598,12.17584,228.2201212,22.82201212,228.2638283,22.82638283,11.499,0.007,0.792,0.05,-10.707,0.050487622,0.045996553,4.161399621,3.457845095,0.082202421,2.438068214,0.046638135,1,0.7557777,0.0179669,3.457845095,0.082202421,0.397319038,1.817819824,2.298592408,2.121168365,2.453816692,2.5938875,0,0,10.29173946,3.623139809,2.500556054,1.392783944,0.033782914,0.151999778,0.073069715,0.064106789,0.013074091,0.6229,0.75182,0.6229,0.87028,,4.91197,2.74963,4.91197,1.53235,,9.40699,9.40699,9.38735,9.34533,,9.78404,9.78404,9.78365,9.78281,,0.280679546
